"","vendors","id","price","size","cost_per_size"
"3018","Loblaws",40432,16.41,748.27,0.02
"3019","Save-On-Foods",8227,29.56,611.77,0.05
"3020","Galleria",28744,40.25,457.72,0.09
"3021","Loblaws",95569,7.42,249.71,0.03
"3022","Galleria",13297,36.19,102.43,0.35
"3023","Walmart",4207,21.51,269.28,0.08
"3024","Metro",82870,13.44,34.23,0.39
"3025","Walmart",86831,38.84,442.01,0.09
"3026","Loblaws",60117,27.84,395.94,0.07
"3027","Metro",9823,10.3,328.88,0.03
"3028","No Frills",36911,40.95,166.45,0.25
"3029","Metro",11261,48.85,229.11,0.21
"3030","T&T",71559,21.87,712.06,0.03
"3031","No Frills",59066,43.32,472.01,0.09
"3032","Galleria",16283,29.04,474.28,0.06
"3033","Loblaws",73697,11.99,172.14,0.07
"3034","No Frills",76446,6.09,905.29,0.01
"3035","Voila",71701,45.75,504.46,0.09
"3036","Galleria",56538,48.17,79.21,0.61
"3037","No Frills",16291,29.24,930.38,0.03
"3038","T&T",44067,7.28,248.8,0.03
"3039","T&T",23868,30.08,480.1,0.06
"3040","Voila",11340,19.58,531.11,0.04
"3041","Walmart",9481,28.35,434.87,0.07
"3042","Galleria",91440,38.94,293.11,0.13
"3043","Voila",8467,35.98,96.61,0.37
"3044","No Frills",47453,35.59,721.47,0.05
"3045","Save-On-Foods",28091,3.22,737.04,0
"3046","Loblaws",42698,29.32,846.3,0.03
"3047","T&T",73727,49.95,364.82,0.14
"3048","Loblaws",26401,43.45,421.12,0.1
"3049","Walmart",56768,33.12,323.84,0.1
"3050","No Frills",98778,36.66,116.31,0.32
"3051","Save-On-Foods",58008,27.63,542.32,0.05
"3052","T&T",61419,43.04,886.32,0.05
"3053","Galleria",22556,47.93,138.22,0.35
"3054","Metro",10364,34.43,562.01,0.06
"3055","No Frills",50634,48.62,131.68,0.37
"3056","Save-On-Foods",79386,45.7,286.39,0.16
"3057","T&T",64036,10.98,342.73,0.03
"3058","Metro",2685,33.51,435.82,0.08
"3059","Galleria",86101,16.24,663.04,0.02
"3060","Save-On-Foods",60994,43.18,956.84,0.05
"3061","Save-On-Foods",12069,8.26,859.38,0.01
"3062","Loblaws",25342,32.83,416.46,0.08
"3063","Save-On-Foods",94141,17.02,37.41,0.45
"3064","Galleria",92807,3.77,849.59,0
"3065","No Frills",11691,41.02,168.35,0.24
"3066","Save-On-Foods",37678,17.48,99.6,0.18
"3067","Galleria",79370,35.7,965.51,0.04
"3068","Galleria",30594,33.42,193.77,0.17
"3069","No Frills",85288,7.61,936.37,0.01
"3070","Save-On-Foods",74255,49.76,149.47,0.33
"3071","Walmart",98439,45.04,718.6,0.06
"3072","Galleria",97409,1.02,436.87,0
"3073","Save-On-Foods",35720,33.46,304.55,0.11
"3074","No Frills",47295,47.43,668.64,0.07
"3075","Voila",67008,36.25,167.09,0.22
"3076","No Frills",18005,8.64,633.83,0.01
"3077","Walmart",29476,41.36,329.26,0.13
"3078","Walmart",40243,36.44,693.93,0.05
"3079","T&T",59202,39.04,42.49,0.92
"3080","T&T",43903,21.81,425.4,0.05
"3081","Metro",80267,23.1,11.21,2.06
"3082","Voila",80313,48.31,770.75,0.06
"3083","Galleria",93531,36.19,931.77,0.04
"3084","Galleria",91541,13.05,644.93,0.02
"3085","Save-On-Foods",29003,41.53,685.8,0.06
"3086","Save-On-Foods",69394,19.7,358.13,0.06
"3087","T&T",33195,8.88,847.8,0.01
"3088","No Frills",93831,10.32,287.78,0.04
"3089","Voila",16657,9.8,522.96,0.02
"3090","Galleria",34360,36.17,738.68,0.05
"3091","Metro",95138,42.18,977.19,0.04
"3092","Loblaws",39918,12.32,620.6,0.02
"3093","Galleria",96290,31.82,429.62,0.07
"3094","Metro",59077,43.53,207.83,0.21
"3095","Save-On-Foods",64034,45.2,512.36,0.09
"3096","Loblaws",20476,26.73,482.31,0.06
"3097","T&T",10273,7.46,437.81,0.02
"3098","Galleria",14021,8.75,367.25,0.02
"3099","T&T",5884,3.36,614.72,0.01
"3100","Save-On-Foods",55540,46.3,555.61,0.08
"3101","Walmart",82061,37.91,724.68,0.05
"3102","Galleria",78060,41.27,293.74,0.14
"3103","Walmart",99984,0.74,559.71,0
"3104","Loblaws",41952,42.52,21.68,1.96
"3105","Metro",75561,33.99,571.06,0.06
"3106","Galleria",22062,6.55,183.66,0.04
"3107","T&T",50998,47.28,697.04,0.07
"3108","Loblaws",3050,12.06,264.17,0.05
"3109","Loblaws",23179,46.7,417.22,0.11
"3110","Walmart",95523,33.34,414.98,0.08
"3111","T&T",36295,41.21,284.24,0.14
"3112","Galleria",86862,37.85,720.2,0.05
"3113","No Frills",77025,10.55,755.6,0.01
"3114","Metro",95271,42,272.84,0.15
"3115","Save-On-Foods",46905,20.46,234.94,0.09
"3116","Metro",12776,31.88,72.53,0.44
"3117","Galleria",22531,31.13,683.28,0.05
"3118","Loblaws",39167,5.78,72.8,0.08
"3119","Save-On-Foods",89534,0.94,649.84,0
"3120","No Frills",47726,8.12,518.2,0.02
"3121","No Frills",42096,42.71,607.46,0.07
"3122","T&T",90755,13.58,24.93,0.54
"3123","T&T",38480,36.79,215.38,0.17
"3124","Metro",48153,39.87,121.59,0.33
"3125","Loblaws",15184,40.1,736.71,0.05
"3126","Loblaws",5622,44.17,486,0.09
"3127","Galleria",93281,21.29,399.33,0.05
"3128","Save-On-Foods",4531,3.46,607.74,0.01
"3129","Walmart",57025,21.57,194.57,0.11
"3130","T&T",33746,27.45,823.75,0.03
"3131","Loblaws",16496,32.01,441.59,0.07
"3132","Loblaws",62954,40.97,560.44,0.07
"3133","Voila",24519,7.03,244.37,0.03
"3134","Walmart",29566,4.94,452.72,0.01
"3135","T&T",17194,12.61,903.08,0.01
"3136","No Frills",8272,40.65,910.17,0.04
"3137","T&T",83310,18.06,813.77,0.02
"3138","Save-On-Foods",75139,30.73,545.97,0.06
"3139","Loblaws",49411,21.81,674.15,0.03
"3140","Galleria",67104,37.85,626.37,0.06
"3141","Galleria",25109,14.13,473.87,0.03
"3142","Loblaws",9679,29.57,438.65,0.07
"3143","Walmart",14080,28.8,377.6,0.08
"3144","Voila",43047,12.89,250.57,0.05
"3145","Metro",96724,44.81,908.32,0.05
"3146","Galleria",51220,24.17,909.55,0.03
"3147","T&T",39742,28.19,334.64,0.08
"3148","T&T",29778,26.54,270.02,0.1
"3149","Save-On-Foods",73776,30.47,407.85,0.07
"3150","Metro",30943,13.05,242.91,0.05
"3151","Galleria",55670,23.57,819.64,0.03
"3152","Galleria",13379,28.48,20.75,1.37
"3153","T&T",36988,26.02,786,0.03
"3154","Metro",45747,15,100.8,0.15
"3155","Loblaws",18235,11.78,590.89,0.02
"3156","Loblaws",11036,8.04,600.89,0.01
"3157","No Frills",13827,42.03,509.85,0.08
"3158","Voila",59751,9.71,714.24,0.01
"3159","Loblaws",29643,4.82,407.5,0.01
"3160","Galleria",77419,20.74,667.61,0.03
"3161","Galleria",52950,7.35,798.02,0.01
"3162","Walmart",81581,26.7,452.95,0.06
"3163","No Frills",88743,46.23,144.75,0.32
"3164","Save-On-Foods",62353,20.41,402.28,0.05
"3165","T&T",5821,23.95,730.83,0.03
"3166","No Frills",49900,29.29,675.35,0.04
"3167","T&T",17175,21.06,393.38,0.05
"3168","Save-On-Foods",64925,11.52,45.85,0.25
"3169","Loblaws",73337,31.64,166.7,0.19
"3170","Save-On-Foods",66017,22.93,770.42,0.03
"3171","Save-On-Foods",85967,42.08,852.42,0.05
"3172","Save-On-Foods",59624,14.8,367.55,0.04
"3173","Metro",3751,14.36,721.16,0.02
"3174","Loblaws",15632,0.19,642.65,0
"3175","Save-On-Foods",68137,39.17,651.36,0.06
"3176","Loblaws",98867,44.35,183.26,0.24
"3177","T&T",37787,45.66,394.14,0.12
"3178","Metro",67351,7.08,222.99,0.03
"3179","Metro",83221,44.27,751.67,0.06
"3180","Walmart",72353,24.02,762.32,0.03
"3181","Metro",88529,30.29,36.11,0.84
"3182","Loblaws",92576,25.27,557.81,0.05
"3183","Voila",23183,4.3,777.1,0.01
"3184","Galleria",1081,10.31,499.06,0.02
"3185","Metro",66037,31.33,784.02,0.04
"3186","T&T",32572,19,821.53,0.02
"3187","Loblaws",38000,16.07,255.9,0.06
"3188","Metro",85609,4.24,84.64,0.05
"3189","Voila",98377,35.07,765.9,0.05
"3190","Galleria",53674,43.88,811.33,0.05
"3191","Galleria",60567,5.08,502.5,0.01
"3192","T&T",83235,38.21,424.3,0.09
"3193","Galleria",58694,38.45,904.23,0.04
"3194","Loblaws",18249,19.32,999.67,0.02
"3195","Loblaws",719,33.24,772.54,0.04
"3196","Metro",89506,33.82,504.08,0.07
"3197","T&T",61000,11.61,642.61,0.02
"3198","Voila",30251,48.77,873.02,0.06
"3199","T&T",42912,11.81,658.59,0.02
"3200","Walmart",86102,21.65,663.96,0.03
"3201","Save-On-Foods",33165,13.76,771.6,0.02
"3202","Voila",17046,5.94,295.3,0.02
"3203","Galleria",94337,9.2,625.57,0.01
"3204","T&T",40666,2.75,102.58,0.03
"3205","Galleria",98050,34.37,97.37,0.35
"3206","T&T",90631,28.92,99.43,0.29
"3207","Save-On-Foods",89957,14.66,25.41,0.58
"3208","T&T",12332,22.72,979.33,0.02
"3209","Loblaws",32487,39.81,666.6,0.06
"3210","Voila",43074,21.22,213.63,0.1
"3211","Loblaws",499,30.72,164.35,0.19
"3212","Save-On-Foods",50893,43,225.9,0.19
"3213","Galleria",92312,39.5,590.12,0.07
"3214","Loblaws",87247,32.41,906.4,0.04
"3215","Loblaws",22467,48.87,887.39,0.06
"3216","Walmart",88306,42.29,404.42,0.1
"3217","T&T",41877,31.19,904,0.03
"3218","Loblaws",9984,47.02,648.76,0.07
"3219","T&T",353,25.02,428.68,0.06
"3220","Metro",25126,5.41,184.52,0.03
"3221","Metro",69531,44.07,1.19,37.03
"3222","Galleria",90136,38.26,849.71,0.05
"3223","Metro",55695,16.14,947.88,0.02
"3224","Save-On-Foods",21014,20.56,747.3,0.03
"3225","Galleria",20321,48.8,778.7,0.06
"3226","Metro",66411,0.13,613.52,0
"3227","Voila",83662,47.79,993.27,0.05
"3228","Save-On-Foods",68042,20.62,0.47,43.87
"3229","Loblaws",16432,8.36,465.62,0.02
"3230","Walmart",76112,8.95,638.65,0.01
"3231","T&T",36681,39.76,20.79,1.91
"3232","Walmart",36782,41.31,885.1,0.05
"3233","Loblaws",98145,29.9,324.21,0.09
"3234","Voila",23173,41.72,481.76,0.09
"3235","Walmart",80844,46.17,933.26,0.05
"3236","Save-On-Foods",63173,17.04,89.08,0.19
"3237","Walmart",75527,40.42,941.67,0.04
"3238","Walmart",54710,14.32,312.42,0.05
"3239","Voila",55661,22.41,827.92,0.03
"3240","Loblaws",59084,32.8,254.01,0.13
"3241","Galleria",8054,43.57,971.48,0.04
"3242","Walmart",62161,37.69,151.47,0.25
"3243","Voila",30655,11.48,426.3,0.03
"3244","Loblaws",47796,8.79,476.11,0.02
"3245","Loblaws",35916,17.55,692.09,0.03
"3246","Walmart",13008,13.31,540.05,0.02
"3247","Loblaws",48321,15.27,66.72,0.23
"3248","Loblaws",84651,29.35,904.99,0.03
"3249","Walmart",54396,31.5,13.88,2.27
"3250","Galleria",62923,40.11,558.95,0.07
"3251","Galleria",79574,5.62,534.68,0.01
"3252","T&T",59403,36.87,37.24,0.99
"3253","Save-On-Foods",26515,3.88,854.85,0
"3254","Galleria",82757,10.9,933.09,0.01
"3255","No Frills",77729,6.69,731.92,0.01
"3256","Voila",55955,35.61,676.87,0.05
"3257","Walmart",72022,12.29,697.29,0.02
"3258","Loblaws",70159,43.58,732.84,0.06
"3259","Voila",99237,25.01,427.86,0.06
"3260","T&T",21744,42.71,254.34,0.17
"3261","Voila",72283,10.87,628.22,0.02
"3262","T&T",92218,34.3,40.47,0.85
"3263","Metro",32088,23.03,962.01,0.02
"3264","Loblaws",69152,2.85,683.18,0
"3265","Galleria",41120,48.24,777.41,0.06
"3266","No Frills",35773,40.11,278.24,0.14
"3267","Loblaws",74979,42.06,375.92,0.11
"3268","T&T",7916,11.03,980.76,0.01
"3269","Metro",74569,22.83,280.06,0.08
"3270","Loblaws",3142,7.59,535.3,0.01
"3271","Walmart",94499,45.33,967.4,0.05
"3272","Loblaws",41865,4.25,609.6,0.01
"3273","Voila",12606,2.52,703.27,0
"3274","Walmart",21540,2.18,78.44,0.03
"3275","Galleria",71717,49.25,951.94,0.05
"3276","Metro",68558,15.12,944.38,0.02
"3277","Galleria",56401,10.24,392.18,0.03
"3278","No Frills",87948,38.48,452.23,0.09
"3279","T&T",56490,28.79,930.33,0.03
"3280","Galleria",98048,33.15,29.5,1.12
"3281","Metro",73629,6.09,596,0.01
"3282","Voila",33573,42.81,313.46,0.14
"3283","Galleria",66607,45.15,261.22,0.17
"3284","Metro",98442,25.85,960.65,0.03
"3285","No Frills",75841,7.95,351.27,0.02
"3286","Save-On-Foods",60883,6.06,632.38,0.01
"3287","Metro",79427,32.26,517.77,0.06
"3288","Loblaws",43207,46.01,903.16,0.05
"3289","Metro",58075,12.11,159.75,0.08
"3290","Voila",62767,41.47,148.39,0.28
"3291","Metro",29804,48.84,323.15,0.15
"3292","Metro",78536,1.43,779,0
"3293","Metro",68676,40.19,803.89,0.05
"3294","Loblaws",99506,12.09,341.49,0.04
"3295","Galleria",27902,3.92,338.15,0.01
"3296","Save-On-Foods",12512,27.87,701.84,0.04
"3297","Loblaws",2796,6.57,40.01,0.16
"3298","Walmart",59082,26.84,769.98,0.03
"3299","Metro",69800,24.05,867.27,0.03
"3300","T&T",15572,48.88,515.03,0.09
"3301","Walmart",59436,48.24,388.35,0.12
"3302","Galleria",12882,36.65,51.13,0.72
"3303","No Frills",70732,43.21,472.31,0.09
"3304","Loblaws",45361,22.2,821.17,0.03
"3305","Save-On-Foods",93317,18.1,587.51,0.03
"3306","Loblaws",17073,22.28,620.1,0.04
"3307","T&T",65339,14.99,102.29,0.15
"3308","Voila",34865,46.57,73.42,0.63
"3309","Loblaws",41103,9.49,281.57,0.03
"3310","Galleria",44147,4.54,173.4,0.03
"3311","No Frills",78960,7.69,357.48,0.02
"3312","Voila",29693,8.17,837.87,0.01
"3313","T&T",82380,15.85,110.58,0.14
"3314","T&T",4200,13.49,595.45,0.02
"3315","No Frills",54042,5.34,679.24,0.01
"3316","Walmart",90229,0.03,404.3,0
"3317","Loblaws",6239,46.92,288.95,0.16
"3318","Metro",2062,19.16,177.63,0.11
"3319","Voila",78917,25.73,689.14,0.04
"3320","Save-On-Foods",18393,22.19,104.82,0.21
"3321","T&T",32078,5.86,73.21,0.08
"3322","T&T",28611,38.3,948.11,0.04
"3323","Metro",60026,26.42,672.29,0.04
"3324","Metro",92207,41.55,788.33,0.05
"3325","Galleria",57916,12.91,804.04,0.02
"3326","Galleria",75599,41.29,831.3,0.05
"3327","Loblaws",39214,47.64,563.33,0.08
"3328","Metro",76235,37.06,197.51,0.19
"3329","Voila",79457,42.1,701.88,0.06
"3330","Galleria",98680,3.43,690.14,0
"3331","Voila",52855,17.28,149.34,0.12
"3332","Walmart",35756,16.16,403.8,0.04
"3333","T&T",15213,6.34,165.8,0.04
"3334","No Frills",73407,4.13,271.66,0.02
"3335","Loblaws",62687,35.46,969.43,0.04
"3336","Metro",98501,30.73,895.74,0.03
"3337","Galleria",88677,13.11,652.46,0.02
"3338","T&T",61010,44.96,522.04,0.09
"3339","Metro",46220,36.42,876.52,0.04
"3340","T&T",84904,1.43,972.51,0
"3341","T&T",51265,27.18,344.55,0.08
"3342","T&T",77577,18.35,527.8,0.03
"3343","Metro",22419,43.93,31.53,1.39
"3344","Save-On-Foods",93461,46.06,847.8,0.05
"3345","Loblaws",64367,17.65,657.51,0.03
"3346","Walmart",35483,12.87,126.07,0.1
"3347","Galleria",66328,2.42,251.33,0.01
"3348","Save-On-Foods",90281,12.58,914.23,0.01
"3349","Walmart",3705,48.44,254.25,0.19
"3350","Metro",5898,34.3,474,0.07
"3351","T&T",36168,5.86,390.57,0.02
"3352","No Frills",98579,26.3,150.73,0.17
"3353","No Frills",4921,10.14,471.86,0.02
"3354","Save-On-Foods",42170,21.51,934.95,0.02
"3355","Save-On-Foods",23987,25.96,877.67,0.03
"3356","Voila",46572,3.2,935.6,0
"3357","Galleria",53563,35.08,893.51,0.04
"3358","Voila",97625,32.1,836.83,0.04
"3359","Walmart",97415,22.49,491.7,0.05
"3360","Voila",40198,31.69,455.44,0.07
"3361","Galleria",87032,0.06,167.82,0
"3362","Save-On-Foods",13441,26.43,223.89,0.12
"3363","T&T",66355,42.95,870.17,0.05
"3364","No Frills",62417,29.06,377.04,0.08
"3365","Walmart",95732,49.28,835.19,0.06
"3366","Galleria",74522,16.91,485.63,0.03
"3367","T&T",74972,32.58,145.93,0.22
"3368","Loblaws",35557,12.7,375.02,0.03
"3369","Metro",82320,49.19,113.99,0.43
"3370","T&T",91775,36.28,324.41,0.11
"3371","Voila",29361,28.52,624.79,0.05
"3372","No Frills",67327,23.05,780.75,0.03
"3373","Loblaws",96891,22.8,510.32,0.04
"3374","Walmart",48237,7.69,793.73,0.01
"3375","Voila",78006,45.35,598.35,0.08
"3376","Voila",67268,28.38,413.02,0.07
"3377","No Frills",42889,49.71,647.8,0.08
"3378","Save-On-Foods",80646,28.27,731.1,0.04
"3379","Metro",34895,48.53,430.46,0.11
"3380","Loblaws",43561,20.24,220.26,0.09
"3381","T&T",72049,36.24,882.58,0.04
"3382","Metro",76860,31.71,116.82,0.27
"3383","No Frills",50469,37.35,446.79,0.08
"3384","No Frills",45992,48.57,395.59,0.12
"3385","Galleria",34453,6.19,825.55,0.01
"3386","Voila",46769,20.71,284.29,0.07
"3387","Save-On-Foods",51441,17.76,43.8,0.41
"3388","Loblaws",11335,30.99,422.89,0.07
"3389","Walmart",12011,0.45,180.21,0
"3390","No Frills",77842,15.53,471.33,0.03
"3391","Save-On-Foods",82698,20.19,849.3,0.02
"3392","Galleria",89,1.6,160.68,0.01
"3393","T&T",84109,14.56,942.27,0.02
"3394","Save-On-Foods",92578,31.18,607.13,0.05
"3395","Walmart",68699,32.21,811.24,0.04
"3396","No Frills",64092,36.96,699.93,0.05
"3397","Loblaws",38660,11.77,416.62,0.03
"3398","Galleria",96900,17.63,970.63,0.02
"3399","Voila",84155,22.51,756.85,0.03
"3400","Loblaws",9923,39.22,149.36,0.26
"3401","Galleria",16826,34.63,527.1,0.07
"3402","Loblaws",46679,1.25,144.24,0.01
"3403","T&T",49734,33.27,756.91,0.04
"3404","Loblaws",2763,11.45,605.01,0.02
"3405","Loblaws",85249,22.8,423.81,0.05
"3406","No Frills",48139,13.66,754.15,0.02
"3407","Loblaws",88936,23.34,746.3,0.03
"3408","Galleria",86162,27.19,784.81,0.03
"3409","T&T",21422,49.89,544.98,0.09
"3410","Metro",88203,4.42,580.76,0.01
"3411","No Frills",31490,16.75,75.75,0.22
"3412","Galleria",19728,16.04,287.94,0.06
"3413","Loblaws",45113,23.89,130.24,0.18
"3414","Voila",46915,40.75,605.03,0.07
"3415","Save-On-Foods",2308,32.26,462.66,0.07
"3416","Metro",22567,41.28,973.86,0.04
"3417","Walmart",12376,22.9,530.88,0.04
"3418","Metro",50249,44.34,178.85,0.25
"3419","Loblaws",59941,29.31,666.12,0.04
"3420","Save-On-Foods",10931,45.29,638.83,0.07
"3421","Voila",54633,18.77,350.19,0.05
"3422","Loblaws",92885,8.17,118.13,0.07
"3423","Walmart",70004,48.07,590.38,0.08
"3424","Metro",82435,34.56,317.38,0.11
"3425","Walmart",23421,25.86,14.02,1.84
"3426","Walmart",66695,19.63,489.18,0.04
"3427","Galleria",37866,1.84,235.74,0.01
"3428","Metro",71424,15.39,741.19,0.02
"3429","No Frills",73281,42.41,207.36,0.2
"3430","Metro",7290,6.41,67.63,0.09
"3431","Walmart",57449,41.82,343.79,0.12
"3432","T&T",63672,21.53,399.39,0.05
"3433","Walmart",85740,37.36,392.04,0.1
"3434","Metro",53331,38.94,430.14,0.09
"3435","No Frills",80732,26.88,332.47,0.08
"3436","Walmart",57024,29.29,423.45,0.07
"3437","Walmart",89180,47.91,265.78,0.18
"3438","Galleria",49259,42.75,346.99,0.12
"3439","Voila",5339,40.66,105.72,0.38
"3440","Walmart",70194,35.16,814.78,0.04
"3441","T&T",29313,42.41,584.64,0.07
"3442","Metro",3125,49.92,786.29,0.06
"3443","Loblaws",17741,41.93,820.17,0.05
"3444","Voila",66087,3.34,860.8,0
"3445","No Frills",63905,15.5,556.81,0.03
"3446","Galleria",70586,18.59,272.07,0.07
"3447","No Frills",65507,42.66,416.41,0.1
"3448","Galleria",79762,35.9,569.51,0.06
"3449","Walmart",66947,39.63,789.62,0.05
"3450","Loblaws",25123,43.5,835.96,0.05
"3451","Voila",13001,4.44,672.37,0.01
"3452","Metro",91583,30.01,258.33,0.12
"3453","No Frills",77291,21.54,718.75,0.03
"3454","Loblaws",15646,20.6,731.89,0.03
"3455","Galleria",39488,10.48,172.76,0.06
"3456","Galleria",2785,18.44,787.24,0.02
"3457","Loblaws",99368,29.81,308.13,0.1
"3458","T&T",55658,22.49,987.56,0.02
"3459","Metro",1811,9.51,769.96,0.01
"3460","Loblaws",61151,2.35,830.72,0
"3461","Galleria",61013,28.71,193.04,0.15
"3462","No Frills",54326,22.85,340.41,0.07
"3463","Metro",63300,12.99,731.32,0.02
"3464","T&T",38923,40.56,442.78,0.09
"3465","T&T",74793,24.79,388.81,0.06
"3466","Metro",38172,20.46,317.47,0.06
"3467","Walmart",85718,15.2,753.11,0.02
"3468","Loblaws",13598,27.95,819.32,0.03
"3469","Walmart",19855,18.97,501.14,0.04
"3470","T&T",62260,24.92,420.48,0.06
"3471","Galleria",43557,29.94,134.43,0.22
"3472","Metro",79220,6.02,70.23,0.09
"3473","T&T",12324,14.77,727.29,0.02
"3474","Metro",6041,17.56,667.01,0.03
"3475","Loblaws",22019,1.4,676.1,0
"3476","Voila",13089,13.12,96.45,0.14
"3477","T&T",2343,8.36,985.59,0.01
"3478","Loblaws",66050,39.74,31.23,1.27
"3479","Galleria",71211,13.18,516.19,0.03
"3480","No Frills",80997,4.25,250.06,0.02
"3481","Walmart",28649,15.49,530.25,0.03
"3482","T&T",43582,41.13,344.59,0.12
"3483","T&T",85709,39.52,133.95,0.3
"3484","Metro",29705,9.8,373.23,0.03
"3485","Loblaws",31411,16.74,13.15,1.27
"3486","Loblaws",58238,2.05,830.43,0
"3487","Loblaws",2171,46,962.24,0.05
"3488","Save-On-Foods",12217,24.92,479.87,0.05
"3489","Voila",58284,22.09,904.11,0.02
"3490","Loblaws",29911,33.21,865.67,0.04
"3491","No Frills",96090,41.39,411.85,0.1
"3492","Loblaws",59569,6.83,173.02,0.04
"3493","No Frills",48665,15.4,674.16,0.02
"3494","Metro",92020,18.01,613.88,0.03
"3495","T&T",43725,37.02,824.13,0.04
"3496","Voila",22920,17.59,622.17,0.03
"3497","T&T",75289,32.89,565.91,0.06
"3498","Voila",12564,38.7,267.45,0.14
"3499","Loblaws",51867,18.37,757.33,0.02
"3500","Galleria",56396,44.9,950.19,0.05
"3501","T&T",75482,40.16,554.61,0.07
"3502","Galleria",12186,13.18,177.3,0.07
"3503","No Frills",37208,42.95,208.42,0.21
"3504","Loblaws",15256,22.37,431.91,0.05
"3505","Loblaws",86912,22.81,509.88,0.04
"3506","Metro",63116,45.3,754.67,0.06
"3507","T&T",40296,22.03,161.13,0.14
"3508","Loblaws",75607,42.35,592.95,0.07
"3509","Galleria",98595,30.94,851.34,0.04
"3510","T&T",20120,23.33,251.19,0.09
"3511","No Frills",92749,20.38,107.09,0.19
"3512","T&T",66110,44.39,927.78,0.05
"3513","Save-On-Foods",8423,24.54,947.61,0.03
"3514","Save-On-Foods",54800,3.12,510.82,0.01
"3515","Metro",65842,20.3,702.56,0.03
"3516","No Frills",66786,23.21,97.03,0.24
"3517","Galleria",62148,48.01,525.32,0.09
"3518","Loblaws",2883,22.74,175.09,0.13
"3519","Voila",50334,9.23,503.24,0.02
"3520","Voila",48888,24.6,77.5,0.32
"3521","No Frills",28594,37.71,945.38,0.04
"3522","Voila",11781,5.64,102.22,0.06
"3523","Loblaws",2602,42.06,943.96,0.04
"3524","Walmart",20260,33.92,896.94,0.04
"3525","Loblaws",27349,4.7,845.04,0.01
"3526","Galleria",97289,1.78,10.62,0.17
"3527","Voila",3779,1.06,665.27,0
"3528","Galleria",25251,18,668.93,0.03
"3529","T&T",68657,0.5,737.58,0
"3530","Voila",22289,12.21,209.5,0.06
"3531","Loblaws",98517,0.38,701.76,0
"3532","Galleria",45159,7.88,467.97,0.02
